order_line,order_id,order_date,ship_date,ship_mode,customer_id,product_id,sales,quantity,discount,profit,customer_name,segment,age,country,city,state,postal_code,region,category,sub_category,product_name
8513,CA-2016-144645,02-02-2016,08-02-2016,Standard Class,NS-18640,FUR-FU-10003601,73.784,2,0.6,-77.4732,Noel Staavos,Corporate,37,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,Deflect-o RollaMat Studded  Beveled Mat for Medium Pile Carpeting
8514,CA-2017-141614,05-06-2017,09-06-2017,Standard Class,NS-18640,OFF-PA-10002787,20.736,4,0.2,7.2576,Noel Staavos,Corporate,37,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,Xerox 227
8515,CA-2015-122168,21-08-2015,26-08-2015,Standard Class,HG-14965,OFF-AR-10003602,17.52,3,0,8.2344,Henry Goldwyn,Corporate,32,United States,Los Angeles,California,90032,West,Office Supplies,Art,Quartet Omega Colored Chalk  12/Pack
8516,CA-2015-122168,21-08-2015,26-08-2015,Standard Class,HG-14965,OFF-AR-10002053,35.76,12,0,10.0128,Henry Goldwyn,Corporate,32,United States,Los Angeles,California,90032,West,Office Supplies,Art,Premium Writing Pencils  Soft  #2 by Central Association for the Blind
8517,CA-2016-132899,07-04-2016,11-04-2016,Standard Class,SF-20200,OFF-AR-10002833,3.64,2,0,0.9828,Sarah Foster,Consumer,38,United States,Marysville,Washington,98270,West,Office Supplies,Art,Newell 322
8518,CA-2017-149720,04-06-2017,07-06-2017,Second Class,EM-14065,FUR-FU-10002501,30.336,6,0.6,-17.4432,Erin Mull,Consumer,48,United States,New York City,New York,10024,East,Furniture,Furnishings,Nu-Dell Executive Frame
8519,CA-2017-118003,04-12-2017,10-12-2017,Standard Class,DO-13645,FUR-FU-10002506,12.99,1,0,1.5588,Doug O'Connell,Consumer,20,United States,Los Angeles,California,90036,West,Furniture,Furnishings,Tensor Hersey Kiss Styled Floor Lamp
8520,CA-2017-118003,04-12-2017,10-12-2017,Standard Class,DO-13645,FUR-CH-10003817,182.22,3,0,45.555,Doug O'Connell,Consumer,20,United States,Los Angeles,California,90036,West,Furniture,Chairs,Global Value Steno Chair  Gray
8521,CA-2017-118003,04-12-2017,10-12-2017,Standard Class,DO-13645,FUR-CH-10004860,302.94,3,0,18.1764,Doug O'Connell,Consumer,20,United States,Los Angeles,California,90036,West,Furniture,Chairs,Global Low Back Tilter Chair
8522,CA-2016-141887,11-01-2016,15-01-2016,Standard Class,MP-17470,FUR-FU-10002268,54.992,14,0.2,8.9362,Mark Packer,Home Office,61,United States,New York City,New York,10035,East,Furniture,Furnishings,Ultra Door Push Plate
8523,US-2016-160206,01-04-2016,07-04-2016,Standard Class,MY-18295,TEC-PH-10000148,12.99,1,0,0.2598,Muhammed Yedwab,Corporate,25,United States,Grapevine,Texas,76051,Central,Technology,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset
8524,CA-2017-133074,21-09-2017,25-09-2017,Standard Class,DB-13615,OFF-PA-10004082,55.86,7,0,27.93,Doug Bickford,Consumer,19,United States,Los Angeles,California,90045,West,Office Supplies,Paper,Adams Telephone Message Book w/Frequently-Called Numbers Space  400 Messages per Book
8525,CA-2017-161172,16-03-2017,16-03-2017,Same Day,SP-20920,TEC-PH-10004348,44.376,2,0.4,-7.396,Susan Pistek,Consumer,37,United States,Los Angeles,California,90036,West,Technology,Phones,OtterBox Defender Series Case - iPhone 5c
8526,CA-2017-161172,16-03-2017,16-03-2017,Same Day,SP-20920,FUR-FU-10003424,51.264,6,0.2,7.6896,Susan Pistek,Consumer,37,United States,Los Angeles,California,90036,West,Furniture,Furnishings,Nu-Dell Oak Frame
8527,CA-2017-161172,16-03-2017,16-03-2017,Same Day,SP-20920,OFF-BI-10004654,5.193,3,0.7,-3.462,Susan Pistek,Consumer,37,United States,Los Angeles,California,90036,West,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets
8528,CA-2017-161172,16-03-2017,16-03-2017,Same Day,SP-20920,TEC-AC-10004571,159.984,2,0.2,43.9956,Susan Pistek,Consumer,37,United States,Los Angeles,California,90036,West,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse
8529,CA-2017-161172,16-03-2017,16-03-2017,Same Day,SP-20920,OFF-ST-10000675,54.224,2,0.2,3.389,Susan Pistek,Consumer,37,United States,Los Angeles,California,90036,West,Office Supplies,Storage,File Shuttle II and Handi-File  Black
8530,CA-2017-137624,10-11-2017,17-11-2017,Standard Class,ME-17320,FUR-CH-10001714,241.424,2,0.2,-36.2136,Maria Etezadi,Home Office,48,United States,Columbus,Georgia,31907,South,Furniture,Chairs,Global Leather & Oak Executive Chair  Burgundy
8531,CA-2016-156748,30-11-2016,06-12-2016,Standard Class,BS-11755,OFF-PA-10000380,33.36,4,0,16.68,Bruce Stewart,Consumer,59,United States,Denver,Colorado,80219,West,Office Supplies,Paper,REDIFORM Incoming/Outgoing Call Register  11 X 8 1/2  100 Messages
8532,CA-2016-156748,30-11-2016,06-12-2016,Standard Class,BS-11755,OFF-PA-10002713,13.76,2,0,6.3296,Bruce Stewart,Consumer,59,United States,Denver,Colorado,80219,West,Office Supplies,Paper,Adams Phone Message Book  200 Message Capacity  8 1/16” x 11”
8533,CA-2016-156748,30-11-2016,06-12-2016,Standard Class,BS-11755,OFF-ST-10001370,496.86,7,0,24.843,Bruce Stewart,Consumer,59,United States,Denver,Colorado,80219,West,Office Supplies,Storage,Sensible Storage WireTech Storage Systems
8534,CA-2016-156748,30-11-2016,06-12-2016,Standard Class,BS-11755,FUR-CH-10000513,389.97,3,0,35.0973,Bruce Stewart,Consumer,59,United States,Denver,Colorado,80219,West,Furniture,Chairs,High-Back Leather Managers Chair
8535,CA-2015-169677,13-01-2015,15-01-2015,Second Class,KS-16300,OFF-LA-10003223,9.82,2,0,4.8118,Karen Seio,Corporate,53,United States,Lehi,Utah,84043,West,Office Supplies,Labels,Avery 508
8536,US-2014-163146,16-05-2014,20-05-2014,Standard Class,CC-12475,TEC-AC-10002217,56.4,3,0,3.384,Cindy Chapman,Consumer,48,United States,New York City,New York,10024,East,Technology,Accessories,Imation Clip USB flash drive - 8 GB
8537,CA-2015-157343,07-06-2015,11-06-2015,Standard Class,HD-14785,OFF-BI-10003707,18.312,4,0.7,-12.208,Harold Dahlen,Home Office,32,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,Aluminum Screw Posts
8538,CA-2015-157343,07-06-2015,11-06-2015,Standard Class,HD-14785,OFF-PA-10000552,25.92,5,0.2,9.072,Harold Dahlen,Home Office,32,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,Xerox 200
8539,CA-2015-157343,07-06-2015,11-06-2015,Standard Class,HD-14785,OFF-AR-10003183,8.016,3,0.2,1.002,Harold Dahlen,Home Office,32,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set
8540,CA-2017-147354,09-03-2017,13-03-2017,Standard Class,KB-16315,TEC-CO-10000971,479.984,2,0.2,59.998,Karl Braun,Consumer,70,United States,Minneapolis,Minnesota,55407,Central,Technology,Copiers,Hewlett Packard 310 Color Digital Copier
8541,CA-2017-147354,09-03-2017,13-03-2017,Standard Class,KB-16315,OFF-BI-10003910,30.84,5,0.2,9.6375,Karl Braun,Consumer,70,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill
8542,CA-2015-157287,22-12-2015,23-12-2015,First Class,HR-14830,OFF-ST-10001172,33.568,2,0.2,1.6784,Harold Ryan,Corporate,69,United States,Seattle,Washington,98103,West,Office Supplies,Storage,Tennsco Lockers  Sand
8543,CA-2015-157287,22-12-2015,23-12-2015,First Class,HR-14830,FUR-CH-10001270,422.625,7,0.3,0,Harold Ryan,Corporate,69,United States,Seattle,Washington,98103,West,Furniture,Chairs,Harbour Creations Steel Folding Chair
8544,CA-2014-137575,06-08-2014,11-08-2014,Standard Class,TB-21625,TEC-AC-10004571,199.98,2,0,83.9916,Trudy Brown,Consumer,63,United States,Grand Prairie,Texas,75051,Central,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse
8545,CA-2016-119074,27-03-2016,31-03-2016,Standard Class,DS-13180,FUR-FU-10004053,20.24,1,0,8.7032,David Smith,Corporate,41,United States,Detroit,Michigan,48227,Central,Furniture,Furnishings,DAX Two-Tone Silver Metal Document Frame
8546,CA-2016-119074,27-03-2016,31-03-2016,Standard Class,DS-13180,FUR-FU-10003731,39.92,4,0,11.1776,David Smith,Corporate,41,United States,Detroit,Michigan,48227,Central,Furniture,Furnishings,Eldon Expressions Wood and Plastic Desk Accessories  Oak
8547,CA-2016-119074,27-03-2016,31-03-2016,Standard Class,DS-13180,OFF-BI-10000962,32.54,2,0,15.9446,David Smith,Corporate,41,United States,Detroit,Michigan,48227,Central,Office Supplies,Binders,Acco Flexible ACCOHIDE Square Ring Data Binder  Dark Blue  11 1/2 X 14 7/8
8548,CA-2015-149566,05-12-2015,10-12-2015,Standard Class,GB-14530,TEC-AC-10001266,39,3,0,17.55,George Bell,Corporate,41,United States,Auburn,New York,13021,East,Technology,Accessories,Memorex Micro Travel Drive 8 GB
8549,CA-2015-149566,05-12-2015,10-12-2015,Standard Class,GB-14530,OFF-LA-10000452,12.6,4,0,6.048,George Bell,Corporate,41,United States,Auburn,New York,13021,East,Office Supplies,Labels,Avery 488
8550,CA-2015-126186,11-09-2015,12-09-2015,First Class,GB-14530,FUR-FU-10000073,24.64,4,0.2,4.004,George Bell,Corporate,41,United States,Auburn,New York,13021,East,Furniture,Furnishings,Deflect-O Glasstique Clear Desk Accessories
8551,CA-2015-121132,17-07-2015,24-07-2015,Standard Class,VB-21745,OFF-LA-10002368,6.264,3,0.2,2.0358,Victoria Brennan,Corporate,27,United States,Columbus,Georgia,31907,South,Office Supplies,Labels,Avery 479
8552,CA-2015-121132,17-07-2015,24-07-2015,Standard Class,VB-21745,OFF-FA-10004248,14.432,4,0.2,3.4276,Victoria Brennan,Corporate,27,United States,Columbus,Georgia,31907,South,Office Supplies,Fasteners,Advantus T-Pin Paper Clips
8553,CA-2014-140473,30-05-2014,03-06-2014,Standard Class,MC-17425,TEC-CO-10004202,719.976,3,0.2,134.9955,Mark Cousins,Corporate,50,United States,Mobile,Alabama,36608,South,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine
8554,US-2017-102904,13-11-2017,20-11-2017,Standard Class,CB-12025,TEC-AC-10000927,239.92,8,0,23.992,Cassandra Brandow,Consumer,43,United States,Hamilton,Ohio,45011,East,Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand 
8555,CA-2016-102092,09-12-2016,11-12-2016,First Class,PM-18940,FUR-TA-10002530,1056.86,7,0,158.529,Paul MacIntyre,Consumer,41,United States,Jackson,Michigan,49201,Central,Furniture,Tables,Iceberg OfficeWorks 42 Round Tables
8556,CA-2015-117884,22-03-2015,22-03-2015,Same Day,DC-13285,TEC-AC-10002567,447.944,7,0.2,89.5888,Debra Catini,Consumer,48,United States,Cottage Grove,Minnesota,55016,Central,Technology,Accessories,Logitech G602 Wireless Gaming Mouse
8557,CA-2015-117884,22-03-2015,22-03-2015,Same Day,DC-13285,OFF-ST-10002182,150.408,9,0.2,-33.8418,Debra Catini,Consumer,48,United States,Cottage Grove,Minnesota,55016,Central,Office Supplies,Storage,Iris 3-Drawer Stacking Bin  Black
8558,CA-2016-132829,23-12-2016,26-12-2016,Second Class,LA-16780,TEC-PH-10004539,453.576,3,0.2,39.6879,Laura Armstrong,Corporate,59,United States,Taylor,Michigan,48180,Central,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster
8559,CA-2016-132829,23-12-2016,26-12-2016,Second Class,LA-16780,OFF-LA-10002945,45.36,9,0.2,14.742,Laura Armstrong,Corporate,59,United States,Taylor,Michigan,48180,Central,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters  1 1/8 x 3 1/2  White
8560,CA-2016-132829,23-12-2016,26-12-2016,Second Class,LA-16780,TEC-PH-10004345,287.88,3,0.2,35.985,Laura Armstrong,Corporate,59,United States,Taylor,Michigan,48180,Central,Technology,Phones,Cisco SPA 502G IP Phone
8561,CA-2016-132829,23-12-2016,26-12-2016,Second Class,LA-16780,TEC-PH-10004912,131.88,3,0.2,14.8365,Laura Armstrong,Corporate,59,United States,Taylor,Michigan,48180,Central,Technology,Phones,Cisco SPA112 2 Port Phone Adapter
8562,CA-2016-132829,23-12-2016,26-12-2016,Second Class,LA-16780,FUR-FU-10000206,2.328,2,0.6,-0.7566,Laura Armstrong,Corporate,59,United States,Taylor,Michigan,48180,Central,Furniture,Furnishings,GE General Purpose  Extra Long Life  Showcase & Floodlight Incandescent Bulbs
8563,CA-2016-123540,02-04-2016,06-04-2016,Second Class,DJ-13420,FUR-CH-10000847,1454.9,5,0,378.274,Denny Joy,Corporate,21,United States,Warner Robins,Georgia,31088,South,Furniture,Chairs,Global Executive Mid-Back Managers Chair
8564,US-2017-108315,30-04-2017,04-05-2017,Standard Class,MH-18115,OFF-BI-10000822,4.842,3,0.7,-3.5508,Mick Hernandez,Home Office,25,United States,Chester,Pennsylvania,19013,East,Office Supplies,Binders,Acco PRESSTEX Data Binder with Storage Hooks  Light Blue  9 1/2 X 11
8565,US-2017-108315,30-04-2017,04-05-2017,Standard Class,MH-18115,FUR-FU-10000747,220.704,6,0.2,-8.2764,Mick Hernandez,Home Office,25,United States,Chester,Pennsylvania,19013,East,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets
8566,CA-2016-134110,17-11-2016,18-11-2016,First Class,BG-11035,TEC-PH-10002350,67.176,3,0.2,6.7176,Barry Gonzalez,Consumer,57,United States,Monroe,Louisiana,71203,South,Technology,Phones,Apple EarPods with Remote and Mic
8567,CA-2016-134110,17-11-2016,18-11-2016,First Class,BG-11035,OFF-PA-10000697,15.232,4,0.2,5.5216,Barry Gonzalez,Consumer,57,United States,Monroe,Louisiana,71203,South,Office Supplies,Paper,TOPS Voice Message Log Book  Flash Format
8568,US-2016-136581,10-11-2016,12-11-2016,First Class,SV-20365,OFF-PA-10002787,31.104,6,0.2,10.8864,Seth Vernon,Consumer,22,United States,Dover,Delaware,19901,East,Office Supplies,Paper,Xerox 227
8569,CA-2016-162390,06-12-2016,12-12-2016,Standard Class,DP-13105,OFF-BI-10004318,968.744,7,0.2,314.8418,Dave Poirier,Corporate,66,United States,Salinas,California,93905,West,Office Supplies,Binders,Ibico EB-19 Dual Function Manual Binding System
8570,CA-2016-162390,06-12-2016,12-12-2016,Standard Class,DP-13105,OFF-BI-10001721,222.352,13,0.2,77.8232,Dave Poirier,Corporate,66,United States,Salinas,California,93905,West,Office Supplies,Binders,Trimflex Flexible Post Binders
8571,CA-2016-162390,06-12-2016,12-12-2016,Standard Class,DP-13105,TEC-CO-10004202,479.984,2,0.2,89.997,Dave Poirier,Corporate,66,United States,Salinas,California,93905,West,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine
8572,CA-2016-162222,03-04-2016,03-04-2016,Same Day,SR-20740,OFF-PA-10003893,10.272,3,0.2,3.21,Steven Roelle,Home Office,19,United States,New York City,New York,10024,East,Office Supplies,Paper,Xerox 1962
8573,CA-2014-121629,28-11-2014,02-12-2014,Standard Class,BT-11680,TEC-MA-10004679,998.85,5,0.4,-199.77,Brian Thompson,Consumer,70,United States,Newark,Ohio,43055,East,Technology,Machines,StarTech.com 10/100 VDSL2 Ethernet Extender Kit
8574,CA-2015-164623,20-10-2015,22-10-2015,First Class,MS-17770,OFF-PA-10000249,24.56,2,0,11.5432,Maxwell Schwartz,Consumer,47,United States,New York City,New York,10035,East,Office Supplies,Paper,Easy-staple paper
8575,CA-2014-159849,19-09-2014,19-09-2014,Same Day,JK-15640,OFF-FA-10000053,5.67,3,0,0.1134,Jim Kriz,Home Office,31,United States,New York City,New York,10009,East,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere
8576,CA-2017-101273,27-08-2017,30-08-2017,Second Class,ST-20530,OFF-AP-10000804,14.336,4,0.2,0.896,Shui Tom,Consumer,26,United States,Parma,Ohio,44134,East,Office Supplies,Appliances,Hoover Portapower Portable Vacuum
8577,CA-2017-106747,03-07-2017,04-07-2017,First Class,TS-21505,FUR-FU-10004188,102.3,1,0,26.598,Tony Sayre,Consumer,32,United States,Columbia,Tennessee,38401,South,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps
8578,CA-2017-146164,22-12-2017,26-12-2017,Standard Class,CM-12190,FUR-TA-10004915,607.52,2,0,97.2032,Charlotte Melton,Consumer,66,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Tables,Office Impressions End Table  20-1/2H x 24W x 20D
8579,CA-2017-146164,22-12-2017,26-12-2017,Standard Class,CM-12190,OFF-ST-10001228,31.16,2,0,7.79,Charlotte Melton,Consumer,66,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Storage,Fellowes Personal Hanging Folder Files  Navy
8580,CA-2016-111605,27-12-2016,02-01-2017,Standard Class,JW-15955,OFF-LA-10002368,2.61,1,0,1.2006,Joni Wasserman,Consumer,45,United States,Oakland,California,94601,West,Office Supplies,Labels,Avery 479
8581,CA-2014-130673,20-05-2014,22-05-2014,Second Class,MC-17590,FUR-FU-10003489,10.332,3,0.6,-5.9409,Matt Collister,Corporate,36,United States,Perth Amboy,New Jersey,8861,East,Furniture,Furnishings,Contemporary Borderless Frame
8582,CA-2014-130673,20-05-2014,22-05-2014,Second Class,MC-17590,OFF-PA-10000289,10.368,2,0.2,3.6288,Matt Collister,Corporate,36,United States,Perth Amboy,New Jersey,8861,East,Office Supplies,Paper,Xerox 213
8583,CA-2014-130673,20-05-2014,22-05-2014,Second Class,MC-17590,TEC-AC-10004227,20.784,2,0.2,-3.6372,Matt Collister,Corporate,36,United States,Perth Amboy,New Jersey,8861,East,Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card
8584,CA-2014-130673,20-05-2014,22-05-2014,Second Class,MC-17590,OFF-ST-10000636,66.96,5,0.2,-13.392,Matt Collister,Corporate,36,United States,Perth Amboy,New Jersey,8861,East,Office Supplies,Storage,Rogers Profile Extra Capacity Storage Tub
8585,CA-2014-104808,04-02-2014,08-02-2014,Second Class,MH-17440,OFF-BI-10003676,17.248,2,0.2,6.0368,Mark Haberlin,Corporate,47,United States,New York City,New York,10035,East,Office Supplies,Binders,GBC Standard Recycled Report Covers  Clear Plastic Sheets
8586,US-2017-132927,09-12-2017,15-12-2017,Standard Class,RD-19720,OFF-BI-10001116,11.088,7,0.7,-8.1312,Roger Demir,Consumer,30,United States,Daytona Beach,Florida,32114,South,Office Supplies,Binders,Wilson Jones 1 Hanging DublLock Ring Binders
8587,CA-2017-162015,11-07-2017,18-07-2017,Standard Class,KB-16240,TEC-AC-10003832,1287.45,5,0,244.6155,Karen Bern,Corporate,42,United States,Los Angeles,California,90036,West,Technology,Accessories,Logitech P710e Mobile Speakerphone
8588,CA-2017-162015,11-07-2017,18-07-2017,Standard Class,KB-16240,OFF-AP-10003040,168.1,5,0,43.706,Karen Bern,Corporate,42,United States,Los Angeles,California,90036,West,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection
8589,CA-2015-138492,15-05-2015,22-05-2015,Standard Class,FC-14335,OFF-ST-10002583,51.968,2,0.2,-10.3936,Fred Chung,Corporate,64,United States,Mesquite,Texas,75150,Central,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes
8590,CA-2017-145338,29-01-2017,01-02-2017,First Class,BD-11770,OFF-AR-10002053,4.768,2,0.2,0.4768,Bryan Davis,Consumer,50,United States,Houston,Texas,77070,Central,Office Supplies,Art,Premium Writing Pencils  Soft  #2 by Central Association for the Blind
8591,CA-2017-126676,29-09-2017,01-10-2017,First Class,FH-14365,OFF-EN-10004846,7.98,3,0,3.9102,Fred Hopkins,Corporate,49,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes
8592,CA-2017-101700,23-04-2017,26-04-2017,First Class,SO-20335,OFF-EN-10003134,18.688,2,0.2,7.008,Sean O'Donnell,Consumer,65,United States,Fort Lauderdale,Florida,33311,South,Office Supplies,Envelopes,Staple envelope
8593,CA-2017-101700,23-04-2017,26-04-2017,First Class,SO-20335,FUR-FU-10001025,11.664,3,0.2,3.3534,Sean O'Donnell,Consumer,65,United States,Fort Lauderdale,Florida,33311,South,Furniture,Furnishings,Eldon Imàge Series Desk Accessories  Clear
8594,CA-2017-159667,09-11-2017,13-11-2017,Standard Class,PM-19135,TEC-AC-10002567,191.976,3,0.2,38.3952,Peter McVee,Home Office,65,United States,Detroit,Michigan,48227,Central,Technology,Accessories,Logitech G602 Wireless Gaming Mouse
8595,CA-2017-159667,09-11-2017,13-11-2017,Standard Class,PM-19135,TEC-PH-10004094,499.168,4,0.2,31.198,Peter McVee,Home Office,65,United States,Detroit,Michigan,48227,Central,Technology,Phones,Motorola L703CM
8596,CA-2014-111934,05-05-2014,07-05-2014,First Class,GD-14590,OFF-BI-10004364,11.88,2,0,5.346,Giulietta Dortch,Corporate,62,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,Storex Dura Pro Binders
8597,CA-2014-111934,05-05-2014,07-05-2014,First Class,GD-14590,OFF-PA-10000474,35.44,1,0,16.6568,Giulietta Dortch,Corporate,62,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,Easy-staple paper
8598,US-2016-117387,27-10-2016,31-10-2016,Standard Class,PA-19060,OFF-BI-10004308,67.136,4,0.2,25.176,Pete Armstrong,Home Office,31,United States,Orland Park,Illinois,60462,Central,Office Supplies,Binders,Avery Legal 4-Ring Binder
8599,CA-2014-141110,26-11-2014,01-12-2014,Standard Class,LS-17200,OFF-BI-10002012,4.32,3,0.2,1.512,Luke Schmidt,Corporate,59,United States,Skokie,Illinois,60076,Central,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters
8600,CA-2014-141110,26-11-2014,01-12-2014,Standard Class,LS-17200,OFF-PA-10002586,14.94,3,0,7.0218,Luke Schmidt,Corporate,59,United States,Skokie,Illinois,60076,Central,Office Supplies,Paper,Xerox 1970
8601,CA-2014-141110,26-11-2014,01-12-2014,Standard Class,LS-17200,OFF-AP-10000692,40.54,2,0,11.3512,Luke Schmidt,Corporate,59,United States,Skokie,Illinois,60076,Central,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector
8602,CA-2014-141110,26-11-2014,01-12-2014,Standard Class,LS-17200,OFF-BI-10001553,7.312,1,0.2,2.5592,Luke Schmidt,Corporate,59,United States,Skokie,Illinois,60076,Central,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal
8603,US-2014-133949,31-12-2014,31-12-2014,Same Day,JL-15175,TEC-PH-10004908,475.944,7,0.2,59.493,James Lanier,Home Office,25,United States,Columbia,Tennessee,38401,South,Technology,Phones,Panasonic KX TS3282W Corded phone
8604,US-2016-116365,03-01-2016,08-01-2016,Standard Class,CA-12310,TEC-AC-10002217,30.08,2,0.2,-5.264,Christine Abelman,Corporate,68,United States,Cincinnati,Ohio,45231,East,Technology,Accessories,Imation Clip USB flash drive - 8 GB
8605,US-2016-116365,03-01-2016,08-01-2016,Standard Class,CA-12310,TEC-AC-10002942,165.6,3,0.2,-6.21,Christine Abelman,Corporate,68,United States,Cincinnati,Ohio,45231,East,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive
8606,US-2016-116365,03-01-2016,08-01-2016,Standard Class,CA-12310,TEC-PH-10002890,180.96,5,0.2,13.572,Christine Abelman,Corporate,68,United States,Cincinnati,Ohio,45231,East,Technology,Phones,AT&T 17929 Lendline Telephone
8607,CA-2017-162936,18-08-2017,22-08-2017,Standard Class,CM-12160,TEC-AC-10003614,23.18,2,0,7.6494,Charles McCrossin,Consumer,58,United States,Brownsville,Texas,78521,Central,Technology,Accessories,Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc  10/Pack
8608,CA-2014-151946,04-06-2014,09-06-2014,Standard Class,BT-11440,FUR-FU-10002878,56.96,2,0,21.0752,Bobby Trafton,Consumer,20,United States,Littleton,Colorado,80122,West,Furniture,Furnishings,Seth Thomas 14 Day/Date Wall Clock
8609,CA-2014-151946,04-06-2014,09-06-2014,Standard Class,BT-11440,OFF-AP-10001626,15.56,4,0,4.0456,Bobby Trafton,Consumer,20,United States,Littleton,Colorado,80122,West,Office Supplies,Appliances,Commercial WindTunnel Clean Air Upright Vacuum  Replacement Belts  Filtration Bags
8610,CA-2014-151946,04-06-2014,09-06-2014,Standard Class,BT-11440,FUR-BO-10003272,353.568,2,0.2,-44.196,Bobby Trafton,Consumer,20,United States,Littleton,Colorado,80122,West,Furniture,Bookcases,OSullivan Living Dimensions 5-Shelf Bookcases
8611,CA-2014-151946,04-06-2014,09-06-2014,Standard Class,BT-11440,FUR-FU-10002191,13.96,2,0,6.7008,Bobby Trafton,Consumer,20,United States,Littleton,Colorado,80122,West,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs
8612,CA-2017-123624,13-11-2017,17-11-2017,Second Class,SE-20110,TEC-AC-10000682,82.95,5,0,29.0325,Sanjit Engle,Consumer,28,United States,New York City,New York,10009,East,Technology,Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse
8613,CA-2016-146437,28-01-2016,01-02-2016,Second Class,HG-14965,OFF-AR-10000588,39.68,2,0,10.3168,Henry Goldwyn,Corporate,32,United States,Los Angeles,California,90032,West,Office Supplies,Art,Newell 345
8614,CA-2016-138233,09-11-2016,14-11-2016,Standard Class,PF-19165,TEC-AC-10002001,479.97,3,0,177.5889,Philip Fox,Consumer,30,United States,Bloomington,Illinois,61701,Central,Technology,Accessories,Logitech Wireless Gaming Headset G930
8615,CA-2016-165918,10-09-2016,14-09-2016,Standard Class,BD-11770,OFF-LA-10003720,7.38,2,0,3.4686,Bryan Davis,Consumer,50,United States,Houston,Texas,77070,Central,Office Supplies,Labels,Avery 487
8616,CA-2016-165918,10-09-2016,14-09-2016,Standard Class,BD-11770,OFF-BI-10004364,14.256,3,0.2,4.455,Bryan Davis,Consumer,50,United States,Houston,Texas,77070,Central,Office Supplies,Binders,Storex Dura Pro Binders
8617,CA-2016-165918,10-09-2016,14-09-2016,Standard Class,BD-11770,OFF-PA-10000100,81.98,2,0,40.1702,Bryan Davis,Consumer,50,United States,Houston,Texas,77070,Central,Office Supplies,Paper,Xerox 1945
8618,CA-2016-165918,10-09-2016,14-09-2016,Standard Class,BD-11770,OFF-BI-10004826,39.624,3,0.2,13.8684,Bryan Davis,Consumer,50,United States,Houston,Texas,77070,Central,Office Supplies,Binders,JM Magazine Binder
8619,CA-2017-117513,03-03-2017,08-03-2017,Standard Class,BT-11395,FUR-TA-10001520,399.672,7,0.2,-14.9877,Bill Tyler,Corporate,32,United States,Detroit,Michigan,48227,Central,Furniture,Tables,Lesro Sheffield Collection Coffee Table  End Table  Center Table  Corner Table
8620,CA-2017-132437,08-09-2017,13-09-2017,Second Class,EM-14095,OFF-ST-10001031,65.12,4,0,16.9312,Eudokia Martin,Corporate,56,United States,Los Angeles,California,90036,West,Office Supplies,Storage,Adjustable Personal File Tote
8621,US-2017-119319,06-11-2017,09-11-2017,Second Class,LC-17050,FUR-FU-10003878,30.56,5,0.6,-19.864,Liz Carlisle,Consumer,60,United States,Mission Viejo,California,92691,West,Furniture,Furnishings,Linden 10 Round Wall Clock  Black
